ride_id,Name,Capacity,Avg_Day
6,Rockville Metro East,13.0,0.8571428571428571
7,Rockville Metro West,19.0,1.0
3,Rockville Pike & Meeting St,15.0,0.42857142857142855
7,Rockville Pike & Old Georgetown Rd,15.0,1.0
30,Rolfe St & 9th St S,11.0,4.285714285714286
7,Roosevelt Center & Crescent Rd,15.0,1.0
159,Roosevelt Island,13.0,22.714285714285715
35,Rosedale Rec Center,19.0,5.0
35,Rosslyn Metro / Wilson Blvd & Ft Myer Dr,19.0,5.0
83,Rosslyn Metro / Wilson Blvd & N Moore St,21.0,11.857142857142858
22,Royal St & Wilkes St,15.0,3.142857142857143
36,S Arlington Mill Dr & Campbell Ave,15.0,5.142857142857143
27,S Clark St & 33rd St,11.0,3.857142857142857
9,S George Mason & Four Mile Run Dr,11.0,1.2857142857142858
46,S Glebe Rd & Potomac Ave,11.0,6.571428571428571
7,S Maple Ave & S Washington St,12.0,1.0
21,Saint Asaph St & Madison St,15.0,3.0
1,Shady Grove Hospital,19.0,0.14285714285714285
2,Shady Grove Metro East,19.0,0.2857142857142857
3,Shady Grove Metro West,19.0,0.42857142857142855
8,Shirlington Transit Center / Quincy St & Randolph St,15.0,1.1428571428571428
14,Silver Spring Metro / Colesville Rd & Wayne Ave,19.0,2.0
8,Silver Spring Transit Center - Top Level,15.0,1.1428571428571428
9,Sligo Ave & Carroll Ln,15.0,1.2857142857142858
550,Smithsonian-National Mall / Jefferson Dr & 12th St SW,35.0,78.57142857142857
11,South Capitol & Atlantic St SW,19.0,1.5714285714285714
4,Spring Hill Metro,15.0,0.5714285714285714
3,Spring St & 2nd Ave,15.0,0.42857142857142855
22,St Asaph & Pendleton St,15.0,3.142857142857143
27,Stadium Armory Metro,19.0,3.857142857142857
5,Stanton Square SE,19.0,0.7142857142857143
4,State Theatre / Park Pl & N Washington St,12.0,0.5714285714285714
2,Stewart & April,19.0,0.2857142857142857
1,Stewart Ln & Old Columbia Pike,19.0,0.14285714285714285
7,Sunset Hills & Old Reston Ave,15.0,1.0
4,Sunset Hills Rd & Discovery Square,15.0,0.5714285714285714
14,Sunset Hills Rd & Isaac Newton Square,11.0,2.0
22,TJ Cmty Ctr / 2nd St & S Old Glebe Rd,15.0,3.142857142857143
42,Takoma Metro,19.0,6.0
6,Takoma Park Rec Center,15.0,0.8571428571428571
38,Tanger Outlets,15.0,5.428571428571429
2,Temporary Rd & Old Reston Ave,15.0,0.2857142857142857
75,Tenleytown / Wisconsin Ave & Albemarle St NW,15.0,10.714285714285714
8,The Mall at Prince Georges,17.0,1.1428571428571428
425,Thomas Circle,33.0,60.714285714285715
107,Thomas Jefferson St NW & Water/K St NW,19.0,15.285714285714286
1,Traville Gateway Dr & Gudelsky Dr,19.0,0.14285714285714285
24,Trinidad Rec Center,19.0,3.4285714285714284
41,Troy St & 26th St S,11.0,5.857142857142857
8,Twinbrook Metro,14.0,1.1428571428571428
8,Tysons Corner Station,11.0,1.1428571428571428
2,Tysons One Pl & Chain Bridge Rd,11.0,0.2857142857142857
5,Tysons West Transit Center,11.0,0.7142857142857143
96,US Dept of State / Virginia Ave & 21st St NW,15.0,13.714285714285714
107,USDA / 12th & C St SW,39.0,15.285714285714286
190,Union Market,23.0,27.142857142857142
1,United Medical Center,19.0,0.14285714285714285
32,Utah St & 11th St N,11.0,4.571428571428571
4,Valley Ave & Wheeler Rd SE,19.0,0.5714285714285714
72,Van Ness Metro / UDC,15.0,10.285714285714286
135,Vermont Ave & I St NW,25.0,19.285714285714285
10,Veterans Pl & Pershing Dr ,11.0,1.4285714285714286
123,Virginia Ave & 25th St NW,19.0,17.571428571428573
79,Virginia Square Metro / Monroe St & 9th St N,19.0,11.285714285714286
4,Vy Reston Heights,11.0,0.5714285714285714
7,W Broad St & Little Falls St,12.0,1.0
10,W Columbia St & N Washington St,12.0,1.4285714285714286
28,WAU / Flower Ave & Division St,15.0,4.0
8,Wakefield High School,11.0,1.1428571428571428
16,Walter Reed Dr & 8th St S,15.0,2.2857142857142856
24,Ward Circle / American University,15.0,3.4285714285714284
193,Washington & Independence Ave SW/HHS,31.0,27.571428571428573
38,Washington Blvd & 10th St N,15.0,5.428571428571429
4,Washington Blvd & 7th St N,11.0,0.5714285714285714
8,Washington Blvd & N Frederick St,11.0,1.1428571428571428
13,Washington Blvd & Walter Reed Dr ,15.0,1.8571428571428572
34,Washington-Liberty High School / N Stafford St & Generals Way,15.0,4.857142857142857
10,West Falls Church Metro,19.0,1.4285714285714286
4,West Hyattsville Metro,17.0,0.5714285714285714
10,Westover Library / Washington Blvd & N McKinley Rd,15.0,1.4285714285714286
8,Westpark & Jones Branch Dr,11.0,1.1428571428571428
2,Westpark & Park Run Dr,11.0,0.2857142857142857
6,Westpark Dr & Leesburg Pike,11.0,0.8571428571428571
2,Wheaton Library & Community Rec Center,11.0,0.2857142857142857
6,Wheaton Metro / Georgia Ave & Reedie Dr,19.0,0.8571428571428571
2,Wheeler Ave & S. Floyd St.,12.0,0.2857142857142857
5,White Flint Metro,25.0,0.7142857142857143
2,White Oak Transit Center,19.0,0.2857142857142857
2,Whiting & Lane Dr,15.0,0.2857142857142857
4,Wiehle Ave & Reston Station Blvd,19.0,0.5714285714285714
47,Wilson Blvd & N Edgewood St,15.0,6.714285714285714
28,Wilson Blvd & N Franklin Rd,12.0,4.0
15,Wilson Blvd & N Illinois St ,15.0,2.142857142857143
53,Wilson Blvd & N Oak St,17.0,7.571428571428571
60,Wilson Blvd & N Quincy St,15.0,8.571428571428571
35,Wilson Blvd & N Quinn St,11.0,5.0
33,Wilson Blvd & N Troy St,15.0,4.714285714285714
30,Wilson Blvd & N Uhle St,15.0,4.285714285714286
29,Wilson Blvd. & N. Vermont St.,12.0,4.142857142857143
2,Windham Ln & Amherst Ave,15.0,0.2857142857142857
27,Wisconsin Ave & Brandywine St NW,25.0,3.857142857142857
34,Wisconsin Ave & Ingomar St NW,19.0,4.857142857142857
79,Wisconsin Ave & Newark St NW,19.0,11.285714285714286
156,Wisconsin Ave & O St NW,19.0,22.285714285714285
15,Woodglen Dr & Executive Blvd,16.0,2.142857142857143
196,Woodley Park Metro / Calvert St & Connecticut Ave NW,23.0,28.0
44,Woodmont Ave & Strathmore St,11.0,6.285714285714286
12,Yuma St & Tenley Circle NW,19.0,1.7142857142857142
